,Years,Edu_Short,Dept_Short,Sex
12602,105,進二技,進二技國商,男
12603,105,進二技,進二技國商,男
12604,105,進二技,進二技國商,男
12605,105,進二技,進二技國商,男
12606,105,進二技,進二技國商,女
12607,105,進二技,進二技國商,女
12608,105,進二技,進二技國商,女
12609,105,進二技,進二技國商,女
12610,105,進二技,進二技國商,女
12611,105,進二技,進二技國商,女
12612,105,進二技,進二技國商,女
12613,105,進二技,進二技國商,男
12614,104,進二技,進二技國商,女
12615,104,進二技,進二技國商,女
12616,104,進二技,進二技國商,女
12617,105,進二技,進二技國商,女
12618,105,進二技,進二技國商,女
12619,105,進二技,進二技國商,女
12620,105,進二技,進二技國商,女
12621,104,日二技,二技資管,男
12622,105,進二技,進二技國商,女
12623,105,進二技,進二技國商,女
12624,105,進二技,進二技國商,男
12625,105,進二技,進二技國商,女
12626,105,進二技,進二技國商,女
12627,105,進二技,進二技國商,男
12628,105,進二技,進二技國商,男
12629,105,進二技,進二技國商,男
12630,105,進二技,進二技國商,男
12631,105,進二技,進二技國商,女
12632,105,進二技,進二技國商,女
12633,105,進二技,進二技國商,女
12634,105,進二技,進二技國商,女
12635,105,進二技,進二技國商,男
12636,105,進二技,進二技國商,男
12637,104,進二技,進二技國商,女
12638,105,進二技,進二技國商,男
12639,105,進二技,進二技國商,女
12640,105,進二技,進二技國商,女
12641,105,進二技,進二技國商,女
12642,104,進二技,進二技國商,男
12643,104,進二技,進二技國商,男
12644,105,進二技,進二技國商,女
12645,105,進二技,進二技國商,女
12646,105,進二技,進二技國商,女
12647,105,進二技,進二技國商,男
12648,105,進二技,進二技國商,男
12649,105,進二技,進二技國商,男
12650,109,進四技,進四技企管,女
12651,107,進四技,進四技企管,女
12652,107,進四技,進四技企管,女
12653,107,進四技,進四技企管,女
12654,107,進四技,進四技企管,女
12655,107,進四技,進四技企管,女
12656,107,進四技,進四技企管,女
12657,107,進四技,進四技企管,女
12658,106,日四技,四技創科,女
12659,107,進四技,進四技企管,女
12660,107,進四技,進四技企管,女
12661,107,進四技,進四技企管,女
12662,106,進四技,進四技企管,女
12663,106,進四技,進四技企管,男
12664,107,進四技,進四技企管,女
12665,107,進四技,進四技企管,女
12666,108,進四技,進四技企管,男
12667,107,進四技,進四技企管,男
12668,107,進四技,進四技企管,男
12669,108,進四技,進四技企管,女
12670,108,進四技,進四技企管,女
12671,106,進四技,進四技企管,男
12672,106,進四技,進四技企管,男
12673,107,進四技,進四技企管,女
12674,107,進四技,進四技企管,女
12675,107,進四技,進四技企管,女
12676,106,日四技,四技企管,男
12677,107,進四技,進四技企管,男
12678,107,進四技,進四技企管,男
12679,107,進四技,進四技企管,男
12680,106,進四技,進四技企管,男
12681,107,進四技,進四技企管,女
12682,107,日四技,四技企管,女
12683,106,進四技,進四技企管,男
12684,106,進四技,進四技企管,男
12685,107,進四技,進四技企管,男
12686,107,進四技,進四技企管,男
12687,106,進四技,進四技企管,女
12688,105,進四技,進四技企管,女
12689,107,進四技,進四技企管,男
12690,108,進四技,進四技企管,男
12691,108,進四技,進四技企管,男
12692,107,進四技,進四技企管,女
12693,106,進二技,進二技企管,女
12694,106,進二技,進二技企管,女
12695,105,進二技,進二技企管,女
12696,105,進二技,進二技企管,男
12697,105,進二技,進二技企管,男
12698,105,進二技,進二技企管,男
12699,105,進二技,進二技企管,男
12700,105,進二技,進二技企管,男
12701,105,進二技,進二技企管,男
12702,105,進二技,進二技企管,女
12703,105,進二技,進二技企管,女
12704,105,進二技,進二技企管,女
12705,105,進二技,進二技企管,女
12706,105,進二技,進二技企管,女
12707,105,進二技,進二技企管,女
12708,105,進二技,進二技企管,女
12709,105,進二技,進二技企管,女
12710,105,進二技,進二技企管,女
12711,105,進二技,進二技企管,女
12712,105,進二技,進二技企管,女
12713,105,進二技,進二技企管,女
12714,105,進二技,進二技企管,男
12715,105,進二技,進二技企管,男
12716,104,進二技,進二技企管,男
12717,104,進二技,進二技企管,男
12718,105,進二技,進二技企管,男
12719,105,進二技,進二技企管,男
12720,105,進二技,進二技企管,女
12721,105,進二技,進二技企管,女
12722,105,進二技,進二技企管,女
12723,105,進二技,進二技企管,女
12724,105,進二技,進二技企管,女
12725,105,進二技,進二技企管,女
12726,105,進二技,進二技企管,女
12727,105,進二技,進二技企管,女
12728,105,進二技,進二技企管,女
12729,105,進二技,進二技企管,女
12730,105,進二技,進二技企管,女
12731,105,進二技,進二技企管,女
12732,105,進二技,進二技企管,女
12733,105,進二技,進二技企管,男
12734,105,進二技,進二技企管,男
12735,105,進二技,進二技企管,男
12736,105,進二技,進二技企管,女
12737,105,進二技,進二技企管,女
12738,105,進二技,進二技企管,女
12739,105,進二技,進二技企管,女
12740,105,進二技,進二技企管,女
12741,105,進二技,進二技企管,女
12742,105,進二技,進二技企管,女
12743,105,進二技,進二技企管,女
12744,105,進二技,進二技企管,男
12745,105,進二技,進二技企管,男
12746,105,進二技,進二技企管,男
12747,105,進二技,進二技企管,男
12748,105,進二技,進二技企管,男
12749,105,進二技,進二技企管,男
12750,105,進二技,進二技企管,男
12751,105,進二技,進二技企管,男
12752,104,進二技,進二技企管,男
12753,104,進二技,進二技企管,女
12754,104,進二技,進二技企管,男
12755,105,進二技,進二技企管,女
12756,105,進二技,進二技企管,女
12757,104,進二技,進二技企管,女
12758,104,進二技,進二技企管,女
12759,105,進二技,進二技企管,男
12760,105,進二技,進二技企管,女
12761,105,進二技,進二技企管,女
12762,104,進二技,進二技企管,女
12763,104,進二技,進二技企管,女
12764,104,進二技,進二技企管,女
12765,105,進二技,進二技企管,女
12766,105,進二技,進二技企管,女
12767,105,進二技,進二技企管,女
12768,104,進二技,進二技企管,女
12769,104,進二技,進二技企管,女
12770,105,進二技,進二技企管,男
12771,105,進二技,進二技企管,男
12772,105,進二技,進二技企管,男
12773,104,進二技,進二技企管,女
12774,104,進二技,進二技企管,女
12775,104,進二技,進二技企管,女
12776,105,進二技,進二技企管,女
12777,105,進二技,進二技企管,女
12778,105,進二技,進二技企管,女
12779,105,進二技,進二技企管,女
12780,105,進二技,進二技企管,女
12781,104,進二技,進二技企管,女
12782,104,進二技,進二技企管,女
12783,104,進二技,進二技企管,女
12784,104,進二技,進二技企管,女
12785,105,進二技,進二技企管,女
12786,105,進二技,進二技企管,女
12787,105,進二技,進二技企管,女
12788,104,進二技,進二技企管,女
12789,104,進二技,進二技企管,女
12790,104,進二技,進二技企管,女
12791,104,進二技,進二技企管,女
12792,104,進二技,進二技企管,男
12793,104,進二技,進二技企管,男
12794,104,進二技,進二技企管,男
12795,104,進二技,進二技企管,女
12796,105,進二技,進二技企管,男
12797,105,進二技,進二技企管,男
12798,105,進二技,進二技企管,女
12799,105,進二技,進二技企管,女
12800,105,進二技,進二技企管,女
12801,105,進二技,進二技企管,男
12802,105,進二技,進二技企管,男
12803,107,進四技,進四技資管,女
12804,107,進四技,進四技資管,女
12805,107,進四技,進四技資管,男
12806,107,進四技,進四技資管,男
12807,104,進四技,進四技資管,女
12808,104,進四技,進四技資管,女
12809,104,進四技,進四技資管,女
12810,104,進四技,進四技資管,女
12811,104,進四技,進四技資管,女
12812,107,進四技,進四技資管,男
12813,107,進四技,進四技資管,男
12814,107,進四技,進四技資管,男
12815,107,進四技,進四技資管,男
12816,107,進四技,進四技資管,男
12817,104,進四技,進四技資管,男
12818,104,進四技,進四技資管,男
12819,104,進四技,進四技資管,女
12820,104,進四技,進四技資管,女
12821,107,進四技,進四技資管,女
12822,107,進四技,進四技資管,女
12823,104,進四技,進四技資管,男
12824,108,進四技,進四技資管,女
12825,107,進四技,進四技資管,女
12826,107,進四技,進四技資管,女
12827,107,進四技,進四技資管,女
12828,107,進四技,進四技資管,女
12829,107,進四技,進四技資管,女
12830,107,進四技,進四技資管,女
12831,107,進四技,進四技資管,女
12832,104,進四技,進四技資管,女
12833,104,進四技,進四技資管,女
12834,107,進四技,進四技資管,女
12835,107,進四技,進四技資管,女
12836,107,進四技,進四技資管,女
12837,107,進四技,進四技資管,女
12838,107,進四技,進四技資管,女
12839,105,日四技,四技資管,女
12840,107,進四技,進四技資管,女
12841,105,進四技,進四技資管,男
12842,105,進四技,進四技資管,男
12843,108,進四技,進四技資管,男
12844,107,進四技,進四技資管,女
12845,105,進四技,進四技資管,女
12846,105,進四技,進四技資管,女
12847,106,進二技,進二技資管,男
12848,106,進二技,進二技資管,男
12849,104,進二技,進二技資管,男
12850,104,進二技,進二技資管,女
12851,105,進二技,進二技資管,男
12852,105,進二技,進二技資管,男
12853,105,進二技,進二技資管,男
12854,105,進二技,進二技資管,女
12855,105,進二技,進二技資管,男
12856,105,進二技,進二技資管,男
12857,105,進二技,進二技資管,男
12858,105,進二技,進二技資管,女
12859,105,進二技,進二技資管,女
12860,105,進二技,進二技資管,女
12861,104,進二技,進二技資管,男
12862,104,進二技,進二技資管,男
12863,104,進二技,進二技資管,男
12864,105,進二技,進二技資管,女
12865,105,進二技,進二技資管,女
12866,105,進二技,進二技資管,男
12867,105,進二技,進二技資管,男
12868,105,進二技,進二技資管,女
12869,105,進二技,進二技資管,女
12870,105,進二技,進二技資管,男
12871,105,進二技,進二技資管,男
12872,105,進二技,進二技資管,男
12873,105,進二技,進二技資管,男
12874,105,進二技,進二技資管,男
12875,105,進二技,進二技資管,女
12876,104,進二技,進二技資管,男
12877,104,進二技,進二技資管,男
12878,105,進二技,進二技資管,男
12879,105,進二技,進二技資管,男
12880,105,進二技,進二技資管,男
12881,105,進二技,進二技資管,男
12882,105,進二技,進二技資管,男
12883,105,進二技,進二技資管,男
12884,105,進二技,進二技資管,男
12885,105,進二技,進二技資管,女
12886,105,進二技,進二技資管,女
12887,105,進二技,進二技資管,女
12888,105,進二技,進二技資管,女
12889,105,進二技,進二技資管,男
12890,105,進二技,進二技資管,男
12891,105,進二技,進二技資管,男
12892,105,進二技,進二技資管,女
12893,105,進二技,進二技資管,女
12894,105,進二技,進二技資管,女
12895,105,進二技,進二技資管,女
12896,105,進二技,進二技資管,男
12897,105,進二技,進二技資管,男
12898,105,進二技,進二技資管,男
12899,105,進二技,進二技資管,女
12900,105,進二技,進二技資管,女
12901,105,進二技,進二技資管,女
12902,105,進二技,進二技資管,男
12903,105,進二技,進二技資管,男
12904,105,進二技,進二技資管,男
12905,106,進二技,進二技資管,女
12906,106,進二技,進二技資管,女
12907,105,進二技,進二技資管,女
12908,105,進二技,進二技資管,女
12909,105,進二技,進二技資管,女
12910,105,進二技,進二技資管,女
12911,105,進二技,進二技資管,男
12912,105,進二技,進二技資管,男
12913,105,進二技,進二技資管,男
12914,105,進二技,進二技資管,女
12915,105,進二技,進二技資管,女
12916,105,進二技,進二技資管,男
12917,105,進二技,進二技資管,男
12918,105,進二技,進二技資管,男
12919,105,進二技,進二技應外,男
12920,105,進二技,進二技應外,男
12921,105,進二技,進二技應外,女
12922,106,進二技,進二技應外,男
12923,105,進二技,進二技應外,女
12924,105,進二技,進二技應外,女
12925,105,進二技,進二技應外,女
12926,105,進二技,進二技應外,女
12927,104,進二技,進二技應外,男
12928,105,進二技,進二技應外,女
12929,105,進二技,進二技應外,女
12930,105,進二技,進二技應外,女
12931,105,進二技,進二技應外,女
12932,107,進二技,進二技應外,男
12933,107,進二技,進二技應外,男
12934,105,進二技,進二技應外,男
12935,105,進二技,進二技應外,男
12936,107,進二技,進二技應外,男
12937,105,進二技,進二技應外,男
12938,105,進二技,進二技應外,男
12939,105,進二技,進二技應外,男
12940,105,進二技,進二技應外,男
12941,105,進二技,進二技應外,女
12942,105,進二技,進二技應外,女
12943,105,進二技,進二技應外,女
12944,105,進二技,進二技應外,女
12945,105,進二技,進二技應外,女
12946,105,進二技,進二技應外,男
12947,105,進二技,進二技應外,女
12948,105,進二技,進二技應外,女
12949,107,進二技,進二技應外,女
12950,107,進二技,進二技應外,女
12951,105,進二技,進二技應外,女
12952,105,進二技,進二技應外,女
12953,105,進二技,進二技應外,女
12954,105,進二技,進二技應外,女
12955,105,進二技,進二技應外,女
12956,106,進二技,進二技應外,女
12957,106,進二技,進二技應外,女
12958,105,進二技,進二技應外,女
12959,105,進二技,進二技應外,女
12960,105,進二技,進二技應外,男
12961,105,進二技,進二技應外,男
12962,105,進二技,進二技應外,女
12963,105,進二技,進二技應外,男
12964,105,進二技,進二技應外,女
12965,105,進二技,進二技應外,女
12966,105,進二技,進二技應外,女
12967,105,進二技,進二技應外,男
12968,105,進二技,進二技應外,男
12969,105,進二技,進二技應外,男
12970,105,進二技,進二技應外,男
12971,105,進二技,進二技應外,男
12972,105,進二技,進二技應外,女
12973,105,進二技,進二技應外,女
12974,107,進四技,進四技會資,女
12975,107,進四技,進四技會資,女
12976,108,進四技,進四技會資,女
12977,108,進四技,進四技會資,女
12978,105,日四技,四技會資,女
12979,108,日四技,四技會資,女
12980,106,日四技,四技會資,女
12981,106,進四技,進四技會資,女
12982,108,進四技,進四技會資,女
12983,105,日四技,四技會資,女
12984,108,日四技,四技會資,女
12985,107,進四技,進四技會資,女
12986,109,進四技,進四技會資,女
12987,109,進四技,進四技會資,男
12988,105,進二技,進二技會資,男
12989,105,進二技,進二技會資,男
12990,106,進二技,進二技會資,女
12991,106,進二技,進二技會資,女
12992,106,進二技,進二技會資,女
12993,106,進二技,進二技會資,女
12994,106,進二技,進二技會資,女
12995,106,進二技,進二技會資,女
12996,106,進二技,進二技會資,女
12997,105,進二技,進二技會資,女
12998,106,進二技,進二技會資,女
12999,105,進二技,進二技會資,男
13000,105,進二技,進二技會資,男
13001,106,進二技,進二技會資,女
13002,106,進二技,進二技會資,女
13003,106,進二技,進二技會資,男
13004,106,進二技,進二技會資,女
13005,105,進二技,進二技會資,女
13006,105,進二技,進二技會資,女
13007,105,進二技,進二技會資,女
13008,106,進二技,進二技會資,女
13009,106,進二技,進二技會資,女
13010,106,進二技,進二技會資,女
13011,106,進二技,進二技會資,女
13012,106,進二技,進二技會資,女
13013,105,進二技,進二技會資,女
13014,106,進二技,進二技會資,女
13015,106,進二技,進二技會資,女
13016,106,進二技,進二技會資,女
13017,106,進二技,進二技會資,女
13018,105,進二技,進二技會資,女
13019,105,進二技,進二技會資,女
13020,106,進二技,進二技會資,女
13021,106,進二技,進二技會資,女
13022,108,進四技,進四技財金,男
13023,105,進四技,進四技財金,女
13024,105,進四技,進四技財金,女
13025,108,進四技,進四技財金,女
13026,108,進四技,進四技財金,女
13027,108,進四技,進四技財金,女
13028,108,進四技,進四技財金,男
13029,108,進四技,進四技財金,女
13030,108,進四技,進四技財金,女
13031,108,進四技,進四技財金,女
13032,108,進四技,進四技財金,男
13033,108,進四技,進四技財金,男
13034,106,進二技,進二技財金,女
13035,106,進二技,進二技財金,男
13036,106,進二技,進二技財金,男
13037,106,進二技,進二技財金,女
13038,106,進二技,進二技財金,女
13039,106,進二技,進二技財金,女
13040,105,進二技,進二技財金,女
13041,105,進二技,進二技財金,女
13042,106,進二技,進二技財金,女
13043,106,進二技,進二技財金,女
13044,106,進二技,進二技財金,女
13045,106,進二技,進二技財金,女
13046,106,進二技,進二技財金,男
13047,106,進二技,進二技財金,男
13048,106,進二技,進二技財金,女
13049,106,進二技,進二技財金,女
13050,105,進二技,進二技財金,女
13051,106,進二技,進二技財金,男
13052,106,進二技,進二技財金,男
13053,106,進二技,進二技財金,男
13054,105,進二技,進二技財金,女
13055,106,進二技,進二技財金,女
13056,106,進二技,進二技財金,女
13057,105,進二技,進二技財金,男
13058,105,進二技,進二技財金,男
13059,105,進二技,進二技財金,女
13060,106,進二技,進二技財金,女
13061,106,進二技,進二技財金,女
13062,106,進二技,進二技財金,女
13063,106,進二技,進二技財金,男
13064,106,進二技,進二技財金,男
13065,105,進二技,進二技財稅,女
13066,105,進二技,進二技財稅,女
13067,105,日二技,二技財稅,女
13068,105,日二技,二技財稅,女
13069,106,進二技,進二技財稅,女
13070,106,進二技,進二技財稅,女
13071,105,進二技,進二技財稅,女
13072,105,進二技,進二技財稅,女
13073,106,進二技,進二技財稅,女
13074,106,進二技,進二技財稅,女
13075,106,進二技,進二技財稅,女
13076,106,進二技,進二技財稅,女
13077,106,進二技,進二技財稅,女
13078,106,進二技,進二技財稅,女
13079,106,進二技,進二技財稅,女
13080,106,進二技,進二技財稅,女
13081,106,進二技,進二技財稅,女
13082,106,進二技,進二技財稅,女
13083,105,進二技,進二技財稅,女
13084,105,進二技,進二技財稅,女
13085,105,進二技,進二技財稅,女
13086,105,進二技,進二技財稅,女
13087,105,進二技,進二技財稅,女
13088,105,進二技,進二技財稅,女
13089,105,進二技,進二技財稅,女
13090,106,進二技,進二技財稅,女
13091,106,進二技,進二技財稅,女
13092,105,進二技,進二技財稅,女
13093,105,進二技,進二技財稅,女
13094,105,日二技,二技財稅,女
13095,105,日二技,二技財稅,女
13096,105,進二技,進二技財稅,女
13097,105,進二技,進二技財稅,女
13098,106,進二技,進二技財稅,男
13099,105,進二技,進二技財稅,男
13100,105,進二技,進二技財稅,男
13101,105,日二技,二技財稅,男
13102,105,日二技,二技財稅,男
13103,105,日二技,二技財稅,男
13104,105,進二技,進二技財稅,女
13105,105,進二技,進二技財稅,女
13106,105,進二技,進二技財稅,女
13107,106,進二技,進二技財稅,女
13108,106,進二技,進二技財稅,女
13109,106,進二技,進二技財稅,女
13110,105,進二技,進二技財稅,男
13111,105,進二技,進二技財稅,男
13112,105,進二技,進二技財稅,女
13113,105,進二技,進二技財稅,女
13114,105,進二技,進二技財稅,女
13115,105,進二技,進二技財稅,女
13116,106,進二技,進二技財稅,女
13117,106,進二技,進二技財稅,女
13118,105,進二技,進二技財稅,女
13119,105,進二技,進二技財稅,女
13120,105,進二技,進二技財稅,女
13121,105,進二技,進二技財稅,女
13122,106,進二技,進二技財稅,男
13123,106,進二技,進二技財稅,男
13124,105,進二技,進二技國商,女
13125,105,進二技,進二技國商,女
13126,105,進二技,進二技國商,女
13127,105,進二技,進二技國商,女
13128,105,進二技,進二技國商,女
13129,105,進二技,進二技國商,女
13130,105,進二技,進二技國商,女
13131,105,進二技,進二技國商,女
13132,106,進二技,進二技國商,女
13133,105,進二技,進二技國商,男
13134,105,進二技,進二技國商,男
13135,106,日二技,二技企管,女
13136,106,日二技,二技企管,女
13137,105,進二技,進二技國商,女
13138,105,進二技,進二技國商,女
13139,106,進二技,進二技國商,男
13140,106,進二技,進二技國商,女
13141,106,進二技,進二技國商,女
13142,106,進二技,進二技國商,女
13143,106,進二技,進二技國商,女
13144,106,進二技,進二技國商,女
13145,106,進二技,進二技國商,女
13146,106,進二技,進二技國商,女
13147,106,進二技,進二技國商,女
13148,106,進二技,進二技國商,女
13149,105,進二技,進二技國商,女
13150,105,進二技,進二技國商,女
13151,105,進二技,進二技國商,女
13152,105,進二技,進二技國商,女
13153,106,進二技,進二技國商,男
13154,106,進二技,進二技國商,男
13155,106,進二技,進二技國商,女
13156,106,進二技,進二技國商,女
13157,105,進二技,進二技國商,女
13158,105,進二技,進二技國商,女
13159,105,進二技,進二技國商,女
13160,105,進二技,進二技國商,女
13161,106,進二技,進二技國商,女
13162,106,進二技,進二技國商,男
13163,106,進二技,進二技國商,男
13164,106,進二技,進二技國商,女
13165,106,進二技,進二技國商,女
13166,106,進二技,進二技國商,女
13167,106,進二技,進二技國商,女
13168,105,進二技,進二技國商,女
13169,106,進二技,進二技國商,女
13170,106,進二技,進二技國商,女
13171,106,進二技,進二技國商,女
13172,106,進二技,進二技國商,男
13173,106,進二技,進二技國商,女
13174,106,進二技,進二技國商,女
13175,106,進二技,進二技國商,女
13176,106,進二技,進二技國商,女
13177,106,進二技,進二技國商,女
13178,105,進二技,進二技國商,女
13179,105,進二技,進二技國商,女
13180,106,進二技,進二技國商,男
13181,106,進二技,進二技國商,男
13182,106,進二技,進二技國商,男
13183,106,進二技,進二技國商,男
13184,106,進二技,進二技國商,男
13185,106,進二技,進二技國商,女
13186,106,進二技,進二技國商,女
13187,106,進二技,進二技國商,女
13188,105,進二技,進二技國商,男
13189,105,進二技,進二技國商,男
13190,105,進二技,進二技國商,男
13191,106,進二技,進二技國商,女
13192,106,進二技,進二技國商,女
13193,108,日四技,四技企管,男
13194,108,日四技,四技企管,女
13195,108,進四技,進四技企管,女
13196,108,日四技,四技企管,男
13197,105,日四技,四技企管,女
13198,108,進四技,進四技企管,女
13199,106,進四技,進四技企管,女
13200,108,進四技,進四技企管,女
13201,108,日四技,四技財稅,男
13202,108,日四技,四技財稅,男
13203,107,日四技,四技財稅,女
13204,107,日四技,四技財稅,女
13205,108,進四技,進四技企管,女
13206,108,進四技,進四技企管,女
13207,106,進四技,進四技企管,女
13208,106,進四技,進四技企管,女
13209,108,進四技,進四技企管,男
13210,108,進四技,進四技企管,女
13211,106,進四技,進四技企管,女
13212,106,進四技,進四技企管,女
13213,108,進四技,進四技企管,女
13214,106,進四技,進四技企管,女
13215,106,日四技,四技商務,男
13216,108,日四技,四技企管,女
13217,108,進四技,進四技企管,男
13218,106,進四技,進四技企管,男
13219,108,進四技,進四技企管,女
13220,106,進二技,進二技企管,女
13221,106,進二技,進二技企管,女
13222,106,進二技,進二技企管,男
13223,106,進二技,進二技企管,男
13224,106,進二技,進二技企管,男
13225,106,進二技,進二技企管,女
13226,106,進二技,進二技企管,女
13227,105,進二技,進二技企管,女
13228,105,進二技,進二技企管,女
13229,105,進二技,進二技企管,男
13230,105,進二技,進二技企管,男
13231,106,進二技,進二技企管,男
13232,106,進二技,進二技企管,男
13233,106,進二技,進二技企管,男
13234,108,進二技,進二技企管,女
13235,108,進二技,進二技企管,女
13236,106,進二技,進二技企管,男
13237,106,進二技,進二技企管,男
13238,106,進二技,進二技企管,男
13239,106,進二技,進二技企管,男
13240,106,進二技,進二技企管,男
13241,106,進二技,進二技企管,男
13242,106,進二技,進二技企管,男
13243,106,進二技,進二技企管,男
13244,106,進二技,進二技企管,女
13245,106,進二技,進二技企管,男
13246,106,進二技,進二技企管,男
13247,106,進二技,進二技企管,男
13248,106,進二技,進二技企管,男
13249,106,進二技,進二技企管,男
13250,106,進二技,進二技企管,男
13251,106,進二技,進二技企管,女
13252,106,進二技,進二技企管,女
13253,105,進二技,進二技企管,女
13254,105,進二技,進二技企管,女
13255,106,進二技,進二技企管,女
13256,106,進二技,進二技企管,女
13257,106,進二技,進二技企管,女
13258,106,進二技,進二技企管,女
13259,106,進二技,進二技企管,女
13260,106,進二技,進二技企管,女
13261,106,進二技,進二技企管,男
13262,106,進二技,進二技企管,男
13263,106,進二技,進二技企管,男
13264,106,進二技,進二技企管,男
13265,106,進二技,進二技企管,男
13266,106,進二技,進二技企管,男
13267,106,進二技,進二技企管,男
13268,106,進二技,進二技企管,女
13269,106,進二技,進二技企管,女
13270,105,進二技,進二技企管,女
13271,105,進二技,進二技企管,女
13272,106,進二技,進二技企管,女
13273,105,進二技,進二技企管,女
13274,105,進二技,進二技企管,女
13275,106,進二技,進二技企管,女
13276,106,進二技,進二技企管,女
13277,106,進二技,進二技企管,男
13278,106,進二技,進二技企管,男
13279,106,進二技,進二技企管,男
13280,106,進二技,進二技企管,男
13281,106,進二技,進二技企管,女
13282,106,進二技,進二技企管,女
13283,105,進二技,進二技企管,女
13284,105,進二技,進二技企管,女
13285,106,進二技,進二技企管,女
13286,106,進二技,進二技企管,女
13287,106,進二技,進二技企管,男
13288,106,進二技,進二技企管,男
13289,105,進二技,進二技企管,女
13290,105,進二技,進二技企管,女
13291,106,進二技,進二技企管,女
13292,106,進二技,進二技企管,女
13293,106,進二技,進二技企管,女
13294,106,進二技,進二技企管,女
13295,106,進二技,進二技企管,男
13296,106,進二技,進二技企管,男
13297,106,進二技,進二技企管,女
13298,106,進二技,進二技企管,女
13299,106,進二技,進二技企管,女
13300,106,進二技,進二技企管,女
13301,106,進二技,進二技企管,女
13302,105,進二技,進二技企管,男
13303,105,進二技,進二技企管,男
13304,105,進二技,進二技企管,男
13305,106,進二技,進二技財稅,女
13306,105,進二技,進二技企管,男
13307,105,進二技,進二技企管,男
13308,108,進四技,進四技資管,女
13309,108,進四技,進四技資管,女
13310,105,進四技,進四技資管,男
13311,105,進四技,進四技資管,男
13312,106,進四技,進四技資管,女
13313,106,進四技,進四技資管,女
13314,105,日四技,四技資管,男
13315,105,日四技,四技資管,男
13316,108,進四技,進四技資管,女
13317,108,進四技,進四技資管,女
13318,108,日四技,四技資管,女
13319,108,進四技,進四技資管,女
13320,107,進四技,進四技資管,男
13321,106,進四技,進四技資管,男
13322,106,進四技,進四技資管,男
13323,108,進四技,進四技資管,女
13324,106,進四技,進四技資管,女
13325,106,進四技,進四技資管,女
13326,108,進四技,進四技資管,女
13327,108,日四技,四技資管,男
13328,108,進四技,進四技資管,女
13329,107,進四技,進四技資管,女
13330,107,進四技,進四技資管,女
13331,108,進四技,進四技資管,女
13332,107,進四技,進四技資管,女
13333,106,日四技,四技資管,女
13334,108,進四技,進四技資管,男
13335,106,進二技,進二技資管,男
13336,106,進二技,進二技資管,男
13337,106,進二技,進二技資管,女
13338,106,進二技,進二技資管,女
13339,106,進二技,進二技資管,女
13340,106,進二技,進二技資管,男
13341,106,進二技,進二技資管,男
13342,106,進二技,進二技資管,男
13343,106,進二技,進二技資管,女
13344,106,進二技,進二技資管,男
13345,106,進二技,進二技資管,男
13346,106,進二技,進二技資管,男
13347,106,進二技,進二技資管,男
13348,106,進二技,進二技資管,男
13349,106,進二技,進二技資管,男
13350,106,進二技,進二技資管,男
13351,106,進二技,進二技資管,男
13352,106,進二技,進二技資管,男
13353,106,進二技,進二技資管,女
13354,106,進二技,進二技資管,男
13355,106,進二技,進二技資管,男
13356,106,進二技,進二技資管,男
13357,106,進二技,進二技資管,男
13358,106,進二技,進二技資管,男
13359,106,進二技,進二技資管,男
13360,106,進二技,進二技資管,男
13361,105,進二技,進二技資管,男
13362,105,進二技,進二技資管,男
13363,107,進二技,進二技資管,男
13364,107,進二技,進二技資管,男
13365,106,進二技,進二技資管,女
13366,106,進二技,進二技資管,女
13367,106,進二技,進二技資管,男
13368,106,進二技,進二技資管,男
13369,106,進二技,進二技資管,男
13370,106,進二技,進二技資管,男
13371,106,進二技,進二技資管,男
13372,106,進二技,進二技資管,男
13373,106,進二技,進二技資管,男
13374,106,進二技,進二技資管,男
13375,105,進二技,進二技資管,男
13376,105,進二技,進二技資管,男
13377,106,進二技,進二技資管,男
13378,106,進二技,進二技資管,男
13379,106,進二技,進二技資管,男
13380,106,進二技,進二技資管,男
13381,106,進二技,進二技資管,男
13382,106,進二技,進二技資管,女
13383,106,進二技,進二技資管,女
13384,106,進二技,進二技資管,男
13385,106,進二技,進二技資管,女
13386,106,進二技,進二技資管,女
13387,106,進二技,進二技資管,女
13388,106,進二技,進二技資管,女
13389,106,進二技,進二技資管,男
13390,106,進二技,進二技資管,男
13391,106,進二技,進二技資管,男
13392,106,日二技,二技資管,男
13393,106,日二技,二技資管,男
13394,106,進二技,進二技資管,男
13395,106,進二技,進二技資管,男
13396,106,進二技,進二技應外,男
13397,106,進二技,進二技應外,女
13398,106,進二技,進二技應外,女
13399,106,進二技,進二技應外,女
13400,106,進二技,進二技應外,女
13401,105,進二技,進二技應外,女
13402,106,進二技,進二技應外,女
13403,105,進二技,進二技應外,女
13404,105,進二技,進二技應外,女
13405,106,進二技,進二技應外,女
13406,106,進二技,進二技應外,女
13407,106,進二技,進二技應外,女
13408,106,進二技,進二技應外,女
13409,106,進二技,進二技應外,女
13410,105,進二技,進二技應外,女
13411,105,進二技,進二技應外,男
13412,107,進二技,進二技應外,女
13413,106,進二技,進二技應外,女
13414,106,進二技,進二技應外,女
13415,106,進二技,進二技應外,女
13416,106,進二技,進二技應外,女
13417,106,進二技,進二技應外,女
13418,106,進二技,進二技應外,女
13419,106,進二技,進二技應外,女
13420,105,進二技,進二技應外,女
13421,105,進二技,進二技應外,女
